tag	consumer_complaint_narrative
comment	One of our good friends was staying a few doors down from us and received a plate of macarons on their first night and each consecutive night after.
complaint	The room was facing an inner garden, facing windows of other rooms, it could have been anywhere, not mentioned at booking.
comment	It is one of the best hotels that I have encountered.
comment	The room was very small but the way it is furnished creates so much space for everything.
comment	i think is sow cool
comment	A dont have original program, but number 17 is inafe good and more then everybody need.
comment	Friendly Staff, Comfortable room, excellent breakfast.
comment	i think the google earth is wonderful!
complaint	It is a huge step into the past, it isn't good at all.
comment	I was really impressed with this hotel.
comment	The restaurant is a true dining experience - outstanding food and service.
comment	install this and windows 10 will update it to a newer version
meaningless	I have to see them individually.
comment	I liked the staff, they were very friendly and helpful.
complaint	I don't want to see "Translate from hindi" in the bottom as suggestion when I'm translating from Marathi.
complaint	You will face awful dirt and noise everywhere they are.
comment	Great hotel and fantastic staff.
comment	We would definitely stay there again!
comment	Bedroom was big and bed very comfortable.
comment	We enjoy the view from our suite, very clean and excellent organized.
comment	5 stars!
comment	Piano Tiles 2 is a great game, really fun to play and you won't find yourself deleting it after only a few days or weeks.
request	if there any updates?
complaint	It was not very clean,strong smell of paint on the third floor, and had to access third floor from second floor up stairs because of ongoing reovations.
meaningless	But it did not!
comment	awesome app
complaint	Water pressure of the shower is weak.
bug	Instagram doesn't remember the Facebook share settings.
meaningless	It is having a huge impact on comfort in this generally good hotel
comment	I can't stop playing this game even my little brother plays it and he is 5 years old.
comment	We enjoyed our stay very much.
complaint	A high price for guests to access pool facilities, we just wanted a quick dip, not an afternoon spa experience.
complaint	Water in shower smelt, the pool on the beach was closed and thats why we chose the resort but we didn't find this information out until we arrived - very very disappointed with that as wouldn't have stayed there if we knew that was the case.
meaningless	Cons:
complaint	The room was located at the end of a very long hall and the mattress was extremely uncomfortable.
complaint	Htc sync is a bad problem for htc owners.
complaint	New smileys look so flat and boring.
complaint	Restaurant - breakfast - very simple bufet, the worst coffe we ever drink, poor staff in the restaurant
comment	I also like the different things you can use to send to friends.
meaningless	Nothing
complaint	They don t have parking
meaningless	It will on ly vug you to the limits of your time.
comment	It has become rather addicting for my mother and I and we can never get enough of it.
comment	I play the classics on this game more than I do on my actual piano!
comment	Beautifully crafted resort.
comment	The staff are exceptionally friendly and attentive.
comment	We held welcome drinks at the pool bar the night before our wedding.
comment	loved using it
meaningless	1. Service Tax = 12% of amount
comment	We spent the last 3 days of our vacation in Barcelona.
comment	I finally got the game in win 8.1. I like this game very much.
complaint	No mouse control.
comment	The hotel was clean, well managed, conveniently located and the staff was outstanding.
comment	The twin room was small in size, perfect for 1or2 night stay.
meaningless	As the men have more things that appeal to girls.
request	how can it be solved???
comment	Very helpful.
comment	The rooms are very modern and cool with all the amenities you expect from this level of hotel.
complaint	The installing process was quite complicated.
complaint	Residents had to eat breakfast in the restaurant and couldn't sit outside on the square.
complaint	Ocean wasn't good for swimming
complaint	Does not do what it claims to do.
meaningless	Spent a long time selecting the right hotel for a 3 night break to Barcelona.
comment	it is so wonderful to use
bug	I do not know who is on-line and who is not, if I am on the contact list.
comment	I loved the big sink and mirror in the bathroom and the spaciousness of the room.
