tag	consumer_complaint_narrative
comment	Ce n'est pas l'équivalent de la version ANDROID avec laquelle on peut utiliser des imprimantes qui ne sont plus gérées par WINDOWS 10.
complaint	Ce n'est pas l'équivalent de la version ANDROID avec laquelle on peut utiliser des imprimantes qui ne sont plus gérées par WINDOWS 10.
comment	chambres très confortables, bonne literie,salle de bains bien équipée
complaint	Bruit de la route
complaint	Chambre assez petite pour 4.
comment	l acceuil tres sympa et des hotes tres attentionnés.
meaningless	Les nouveautés apportées par ce patch sont les suivantes:
comment	Très bonne hotel.
comment	Personnel très agréable.
comment	Un des meilleurs hôtels dans lequel j'ai pu séjourné.
complaint	JUSTE LES HEURES DE MENAGE HORAIRE???
comment	Le charme d'un établissement victorien
comment	Merci
comment	Quelques soucis avec l'application mais ci non c'est super
complaint	Quelques soucis avec l'application mais ci non c'est super
complaint	Chambre familiale au 1er, bruyante et fenêtres inaccessibles, sauf à monter sur un fauteuil.
complaint	Le manque de discrétion de certains voisins de chambre rentrant la nuit !
comment	Je reviendrai avec plaisir pour un plus long séjour sans hésitation je le recommande😉👍
comment	car c'est très educatif
comment	je peux enfin faire mon surf en toute sécurité et anonymement.
comment	On s'y sentais très bien.
comment	assez proche centre ville tout en étant facilement accessible.
complaint	Bruyant à cause de la route principale (même fenêtre fermée)
complaint	chambre 14 pas de wifi , ampoule chevet HS, bain remou HS, ressort du lit en surface , prélèvement banquaire
complaint	Peu à voir avec l'image bucolique vendue sur le site!
complaint	Problème de wifi
comment	Très bon logiciel
comment	Chambre propre et confortable.
comment	Bravo
complaint	j'utilise tout le temps lappli mais depuis j'ai vu que les autres pouvaient mettre des filtres pendant les appels et moi je peut pas le faire je n'ai pas loption.
comment	Un passage trop bref dans un hôtel familial au décor typiquement savoyard.
complaint	Ce n'est pas un anti-virus!
complaint	installation lourde
complaint	manque de place au niveau du parking (arrivez tôt pour en bénéficier)
meaningless	La proximité des sites a visiter ,le parking
complaint	Dommage que le petit déjeuner n'est pas compris directement dans le prix déjà élevé de la chambre.
comment	Très bel hôtel place au centre de Moscou a quelque pas du Kremlin et de la place rouge.
meaningless	Voir notre avis du 7 aout 2015 pour plus de détails.
complaint	Dommage que sur le site Booking il y a de noté "blanchisserie" alors qu'il n'y en n'a pas.
comment	encore un grand merci
comment	J'adore tumblr!
meaningless	(c'est pas un avis xD )
comment	Je trouve ce logiciel très efficace et performant.
complaint	L'accueil est indigne d'un hotel de cette classe.
complaint	Nul nul nul comme application pour une compagnie qui vaux des milliards jaurais honte de publier un app qui est aussi minable.
comment	le lit double a un creux au milieu et les draps sont raides comme du carton
complaint	Ascenseur exigu,front office minuscule "incrusté" derrière la porte d'entrée et quelques 15 chambres desservies par un couloir tellement étroit que 2 personnes ne peuvent s'y croiser.
comment	Bon petit-déjeuner.
comment	Séjour exceptionnel
comment	[NAME] nous a indiqué un bar typique où l'on nous a fait gouter à quelques bières locales afin de savoir laquelle nous allions choisir !
complaint	j'ai choisis deux fois le format dvd est cela se grave en format vcd !!!!
comment	Super bien situé, dans le quartier de Raval, à deux pas des Ramblas, du Barrio Gotico et de la Plaça de Catalunya.
comment	La décoration des chambres et parties communes un peu surannée, mais contribuant indirectement au charme du lieu
complaint	La décoration des chambres et parties communes un peu surannée, mais contribuant indirectement au charme du lieu
comment	Bonne application mais depuis quelques temps impossibilite de partager des médias depuis une conversation ca me mets " chargement des medias..
bug	Bonne application mais depuis quelques temps impossibilite de partager des médias depuis une conversation ca me mets " chargement des medias..
comment	Les chambres sont spacieuse, seul la vue n'existe pas.
complaint	Les chambres sont spacieuse, seul la vue n'existe pas.
comment	La location naturellement est aussi très très jolie.
complaint	Nul, ne dit pas qu'il faut payer 70€ !!!
comment	L'emplacement parfait.
comment	Déjà, cet hotel est très bien placé face au parc de la citadelle.
comment	Les chambres sont spacieuses et très propres.
meaningless	c pas, mal mais il ny a pas tout les films
comment	tout à fait d'accord
comment	Au bord de la rivière cristalline le petit déjeuné est de très bonne qualité et généreux.
comment	Grande chambre donnant sur le Retiro, la place de l'indépendance et la porte d'Alcala.
comment	C tre bien je suis satisfaite mes un seul bémol on peu pa mettre des filtre et ses sa qui est chien
request	C tre bien je suis satisfaite mes un seul bémol on peu pa mettre des filtre et ses sa qui est chien
comment	bon
comment	bien cordialement
complaint	ne détecte meme pas les cookies de traçage donc sans intéret
complaint	Dommages
complaint	Pas de petit déjeuner inclus dans le prix.
complaint	L'équipement est un peu vieillot
complaint	L'annonce prétend que le B&B est proche de la gare ferrovière.
comment	Petit déjeuner complet.
request	Augmenter aussi la durée des statuts vidéos 30s C'est insuffisant.
complaint	Augmenter aussi la durée des statuts vidéos 30s C'est insuffisant.
comment	donc impeccable pour passer une soirée sans conduire.
comment	Très bon déjeuner :-)
meaningless	A bon entendeur.
comment	Parfait!
comment	Super impression de cet hotel et de son personnel.
comment	Whatsapp est tre cool vraiment 👍👍🌟
comment	Chambres très confortables.
bug	Aussi les filtres ne s'affichent pas même après de nombreuses mises à jour.
comment	Le personnel est très compétent .
comment	Cet établissement magnifique à été installé, à grand frais, dans un bâtiment qui doit dater de la fin du 19ème siècle.
comment	L'appartement est luxueux et très agréable : une salle de bains + 1 wc + 1 douche + wc attenante à une des 2 chambres.
comment	calme, confortable, très gentil personnel, très bon petit-déjeuner.
bug	J'ai également un vrai problème de délai d'ouverture des fichiers PDF en visualisation avec cette version.
meaningless	L'accueil et le style de l'hôtel
complaint	ascenseur qui n'est pas aux normes et lent.
complaint	pas d'accueil personnalisé et chaleureux !
comment	La situation géographique en Moscou est un plus, près de la gare et implanté dans un quartier à multiples services.
comment	Hôtels IBIS - Mercure combinés dans le même immeuble avec des entrées séparées.
comment	Très bien placé dans le centre de Bordeaux a deux pas de tout
comment	Hôtel subtilement décoré sur le thème de Joséphine .. l impératrice ..
complaint	Super super nul sa prend fille de temps à installer depui la dernière mise à jour j'aurais mis plus detoile avant la dernière mise à jour ses seulement plat la compagnie Aurès pas du faire la dernière mise à jour
comment	La station de métro Tulskaya est à 15 mn à pied et l’hotel propose une navette gratuite pour rejoindre la station.
request	Ce serait bien que vous améliorer messenger lite ou que vous optimiser messenger ou encore mieux que vous fassiez un troisième messenger (même si la troisième option me paraît très peu probable) Merci d'avoir lu ce commentaire.
comment	Appartements bien équipés, canapé lit confortable.
complaint	Le bruit de la rue, isolation phonique à revoir.
complaint	Dommage qu'au bar il y ai peu de choix dans les whiskys et qu'il n'y ai pas de télé dans les chambres.
meaningless	Parking
comment	La chambre spacieuse et propre.
comment	J'ai adoré
comment	a quelques encablures du vieux lyon : lé métro vous y emmène direct (4 stations ) apres dix minutes de marche pour rejoindre la gare de vaise..
comment	Logiciel bien conçu,les ajouts sont faciles, pratique.
comment	Oui alors j'ai ce logiciel sauf que comme le dit [NAME] Les moins Attention au fausses Manip
complaint	Oui alors j'ai ce logiciel sauf que comme le dit [NAME] Les moins Attention au fausses Manip
comment	Yass
comment	Proposition unique de petit dejeuner a 23€
complaint	La grosse difficulté pour se garer, absence de parking !
complaint	Un tout petit peu loin du centre.
complaint	salle de bain de base
comment	Hotel à proximité de l'aéroport, bien calme.
comment	J'aime
comment	Le petit déjeuner buffet, bon restaurant également.
complaint	L'hôtel est situé sur un axe à grand trafic et loin du centre de Cork
comment	Grande salle de bains, propre et bien équipée.
complaint	Télévision minuscule format 15" et parallèle au lit , donc impossible à regarder couché ou assis.
comment	chambre et salle de bain spacieuses
complaint	La première chambre proposée n'était pas du tout conforme à ce que j'avais réservé mais le jeune homme de
complaint	c est nul
meaningless	situation
comment	Un hôtel luxueux à la réputation bien méritée !
comment	L'hotel se trouve près de la gare .
comment	Logement récemment rénové avec tout le nécessaire et spacieux
meaningless	DEEPACK Kumar sing
comment	Chambre 209. belle chambre spacieuse.
complaint	Le B&B est coincé dans l'angle d'un échangeur routier très fréquenté et bruyant.
comment	Le petit déjeuner (en supplément) est excellent.
comment	j aime beaucoup la simplicité le nettoyage de la base de registre
comment	Emplacement sympa à proximité du centre ville.
comment	Bon séjour , le professionnalisme est présent .
complaint	Réservation faite pour un anniversaire de mariage mais aucune attention n'a était faite lors de notre arrivée dans la chambre.
comment	Excellent accueil.
comment	Propreté impeccable.
comment	Y en a entre 3 publications à chaque fois.
comment	Le personnel est très agréable et souriant.
complaint	Le personnel n'est pas aux petits soins pour ses clients (claquement de porte intempestif et ils parlent tres fort). Contrairement à ce qui est dit le petit dej n'a vraiment rien d'exceptionnel.
comment	Proche du centre, à quelques minutes du metro.
comment	Adresse à retenir pour cet hôtel qui a une excellente situation géographique, notre chambre était spacieuse, propre et confortable.
comment	Ce serveur a été travailler pendant des mois et maintenant
meaningless	Ce serveur a été travailler pendant des mois et maintenant
comment	Accueil sympathique de [NAME] qui parle très bien français.
complaint	pourquoi vous faites pas une convention avec youtube pour les vidéo sur messenger c'est horrible
comment	Room service impeccable.
bug	Pas mal la connexion mais j,arrive a appeller ni on m,appelle
